loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,fico_range_low,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_rec_int,total_rec_late_fee,recoveries,last_pymnt_amnt,last_fico_range_high,collections_12_mths_ex_med,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,avg_cur_bal,bc_open_to_buy,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_tl,num_il_tl,num_tl_90g_dpd_24m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,loan_status
22400.0,12.88,95000.0,22.98,0.0,710.0,0.0,54.0,16.0,0.0,13028.0,32.7,35.0,9912.88,6788.21,0.0,0.0,508.3,589.0,0.0,0.0,376218.0,1.0,5.0,0.0,3.0,17.0,171328.0,67.0,3.0,6.0,8121.0,54.0,1.0,5.0,0.0,23514.0,12617.0,0.0,0.0,150.0,248.0,1.0,1.0,5.0,1.0,14.0,2.0,3.0,8.0,5.0,15.0,0.0,97.0,0.0,0.0,0
16000.0,12.88,70000.0,26.4,0.0,720.0,0.0,31.0,13.0,0.0,28705.0,56.3,29.0,7080.7,4848.74,0.0,0.0,363.07,754.0,0.0,0.0,265836.0,0.0,2.0,0.0,2.0,13.0,33702.0,74.0,1.0,1.0,8739.0,64.0,0.0,0.0,1.0,24167.0,17922.0,0.0,0.0,147.0,334.0,9.0,9.0,2.0,9.0,11.0,0.0,4.0,6.0,12.0,6.0,0.0,100.0,0.0,0.0,0
1400.0,12.88,64000.0,34.95,0.0,700.0,0.0,31.0,17.0,0.0,37828.0,67.2,24.0,0.0,175.16,0.0,0.0,965.36,704.0,0.0,0.0,325695.0,1.0,3.0,1.0,2.0,2.0,37430.0,67.0,0.0,2.0,7386.0,67.0,0.0,2.0,0.0,19159.0,7940.0,0.0,0.0,46.0,234.0,18.0,2.0,4.0,28.0,18.0,0.0,7.0,11.0,11.0,3.0,0.0,100.0,0.0,0.0,1
18000.0,19.48,150000.0,9.39,0.0,665.0,1.0,31.0,18.0,1.0,14052.0,40.7,27.0,0.0,4351.98,0.0,1618.9,471.7,584.0,0.0,60.0,36247.0,2.0,2.0,1.0,3.0,2.0,22195.0,71.0,2.0,4.0,1271.0,55.0,2.0,1.0,2.0,2014.0,5128.0,0.0,0.0,115.0,112.0,1.0,1.0,2.0,9.0,2.0,0.0,6.0,13.0,8.0,6.0,0.0,100.0,1.0,0.0,1
28000.0,6.49,92000.0,21.6,0.0,720.0,0.0,42.0,16.0,0.0,51507.0,64.5,24.0,0.0,1939.02,0.0,0.0,17093.51,764.0,0.0,0.0,221110.0,0.0,2.0,0.0,0.0,27.0,23413.0,55.0,0.0,1.0,8752.0,61.0,0.0,1.0,0.0,13819.0,16623.0,0.0,0.0,82.0,379.0,19.0,19.0,2.0,19.0,5.0,0.0,7.0,9.0,11.0,4.0,0.0,91.7,0.0,0.0,1
9600.0,7.49,60000.0,22.44,0.0,695.0,0.0,31.0,7.0,0.0,7722.0,59.4,9.0,0.0,1036.1,0.0,0.0,3480.17,779.0,0.0,0.0,55387.0,0.0,3.0,0.0,0.0,47.0,47665.0,43.0,2.0,2.0,4744.0,50.0,0.0,0.0,2.0,7912.0,4778.0,0.0,0.0,234.0,91.0,9.0,9.0,0.0,11.0,9.0,0.0,3.0,3.0,3.0,5.0,0.0,100.0,0.0,0.0,1
25000.0,7.49,109000.0,26.02,0.0,745.0,1.0,31.0,9.0,0.0,20862.0,54.3,19.0,0.0,1224.23,0.0,0.0,20807.39,724.0,0.0,0.0,305781.0,0.0,3.0,0.0,1.0,13.0,47194.0,58.0,0.0,1.0,8937.0,57.0,1.0,0.0,1.0,33976.0,17538.0,0.0,0.0,142.0,168.0,13.0,13.0,3.0,13.0,0.0,0.0,3.0,3.0,6.0,7.0,0.0,100.0,0.0,0.0,1
18000.0,11.99,112000.0,8.68,0.0,800.0,0.0,31.0,17.0,0.0,10711.0,15.5,27.0,0.0,387.22,0.0,0.0,18004.9,794.0,0.0,0.0,205067.0,3.0,1.0,2.0,2.0,3.0,25416.0,97.0,2.0,3.0,7672.0,38.0,0.0,1.0,1.0,17089.0,60336.0,0.0,0.0,109.0,265.0,1.0,1.0,4.0,1.0,10.0,0.0,5.0,6.0,12.0,6.0,0.0,100.0,0.0,0.0,1
23000.0,8.49,64000.0,18.28,0.0,700.0,0.0,29.0,21.0,0.0,24940.0,52.7,33.0,9580.2,4480.34,0.0,0.0,471.77,744.0,0.0,0.0,63886.0,0.0,7.0,0.0,0.0,42.0,38946.0,84.0,2.0,3.0,9516.0,68.0,0.0,3.0,1.0,3549.0,15603.0,0.0,0.0,163.0,171.0,8.0,8.0,0.0,12.0,8.0,0.0,6.0,8.0,8.0,14.0,0.0,87.9,0.0,0.0,0
8650.0,19.89,55000.0,25.49,0.0,675.0,4.0,31.0,18.0,1.0,9568.0,46.0,19.0,0.0,540.49,0.0,0.0,8251.42,639.0,0.0,0.0,18926.0,6.0,1.0,0.0,1.0,19.0,9358.0,51.0,12.0,16.0,653.0,46.0,2.0,0.0,5.0,1051.0,1375.0,0.0,0.0,129.0,95.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,17.0,2.0,2.0,0.0,100.0,1.0,0.0,1
29900.0,12.88,65000.0,21.77,0.0,715.0,0.0,31.0,15.0,0.0,31682.0,46.7,31.0,0.0,4133.21,0.0,0.0,25234.24,719.0,0.0,0.0,220251.0,2.0,1.0,1.0,2.0,9.0,10815.0,69.0,3.0,5.0,12971.0,51.0,0.0,4.0,1.0,15732.0,18383.0,0.0,0.0,114.0,139.0,5.0,5.0,2.0,5.0,9.0,0.0,2.0,5.0,9.0,8.0,0.0,100.0,0.0,0.0,1
16000.0,14.85,48000.0,33.18,0.0,685.0,0.0,33.0,11.0,2.0,19108.0,29.6,19.0,0.0,3498.09,0.0,0.0,12322.68,664.0,0.0,0.0,31329.0,1.0,2.0,1.0,2.0,6.0,12221.0,91.0,1.0,4.0,14982.0,65.0,0.0,0.0,1.0,2848.0,263953.0,0.0,0.0,131.0,294.0,11.0,6.0,2.0,11.0,11.0,2.0,6.0,9.0,8.0,6.0,0.0,78.9,0.0,2.0,1
28000.0,13.44,125000.0,7.49,0.0,695.0,0.0,31.0,6.0,0.0,22780.0,63.1,22.0,0.0,5320.39,0.0,0.0,12486.3,744.0,0.0,0.0,22780.0,0.0,0.0,0.0,0.0,64.0,0.0,75.0,0.0,1.0,6881.0,63.0,0.0,0.0,1.0,3797.0,10607.0,0.0,0.0,113.0,187.0,22.0,22.0,0.0,22.0,10.0,0.0,4.0,4.0,10.0,3.0,0.0,100.0,0.0,0.0,1
5000.0,13.44,79000.0,12.7,0.0,665.0,0.0,31.0,3.0,0.0,9441.0,101.5,5.0,0.0,1117.45,0.0,0.0,169.17,659.0,0.0,0.0,35653.0,0.0,1.0,0.0,1.0,19.0,26212.0,83.0,0.0,0.0,4360.0,87.0,2.0,0.0,0.0,11884.0,0.0,0.0,0.0,50.0,36.0,32.0,19.0,0.0,36.0,19.0,0.0,1.0,2.0,1.0,3.0,0.0,100.0,0.0,0.0,1
6000.0,7.49,100000.0,13.28,1.0,695.0,1.0,15.0,9.0,0.0,8563.0,72.0,16.0,0.0,711.71,0.0,0.0,186.6,719.0,0.0,0.0,116195.0,0.0,2.0,0.0,0.0,28.0,12525.0,35.0,0.0,1.0,2260.0,45.0,0.0,1.0,1.0,12911.0,437.0,0.0,0.0,124.0,259.0,18.0,18.0,2.0,36.0,6.0,0.0,2.0,4.0,6.0,4.0,0.0,93.7,0.0,0.0,1
4225.0,14.85,35000.0,15.22,2.0,725.0,0.0,18.0,6.0,0.0,1058.0,24.6,6.0,0.0,653.6,0.0,368.37,146.16,499.0,0.0,0.0,4888.0,0.0,1.0,0.0,0.0,47.0,3830.0,22.0,0.0,0.0,367.0,22.0,0.0,0.0,0.0,815.0,2233.0,0.0,0.0,47.0,53.0,26.0,26.0,0.0,26.0,14.0,0.0,1.0,2.0,3.0,1.0,0.0,66.7,0.0,0.0,1
20000.0,5.32,65000.0,18.83,0.0,835.0,1.0,31.0,12.0,0.0,2269.0,3.0,17.0,0.0,1631.72,0.0,0.0,3577.5,809.0,0.0,0.0,15444.0,0.0,2.0,0.0,1.0,15.0,13175.0,44.0,0.0,1.0,1448.0,15.0,2.0,0.0,1.0,1287.0,73931.0,0.0,0.0,63.0,295.0,19.0,15.0,0.0,19.0,4.0,0.0,3.0,3.0,11.0,4.0,0.0,100.0,0.0,0.0,1
16000.0,17.97,109000.0,23.35,0.0,680.0,1.0,31.0,11.0,0.0,42469.0,87.6,33.0,0.0,1471.57,0.0,0.0,15481.3,679.0,0.0,0.0,182936.0,2.0,2.0,2.0,2.0,3.0,20689.0,94.0,1.0,3.0,8897.0,90.0,0.0,3.0,1.0,16631.0,0.0,0.0,0.0,149.0,164.0,3.0,3.0,1.0,13.0,1.0,0.0,3.0,6.0,13.0,10.0,0.0,100.0,0.0,0.0,1
17600.0,5.32,88000.0,26.59,0.0,780.0,0.0,31.0,20.0,0.0,12203.0,34.4,42.0,0.0,705.08,0.0,0.0,17.88,779.0,0.0,0.0,229082.0,0.0,10.0,1.0,4.0,9.0,68644.0,74.0,0.0,0.0,9347.0,63.0,2.0,6.0,1.0,12057.0,11397.0,0.0,0.0,160.0,175.0,37.0,9.0,5.0,37.0,10.0,0.0,2.0,2.0,7.0,24.0,0.0,100.0,0.0,0.0,1
15000.0,5.32,44000.0,15.34,0.0,685.0,1.0,47.0,7.0,0.0,17003.0,50.3,21.0,0.0,1257.97,22.59,0.0,455.59,694.0,0.0,0.0,17003.0,0.0,0.0,0.0,1.0,19.0,0.0,75.0,0.0,1.0,5966.0,50.0,0.0,3.0,3.0,2429.0,7011.0,0.0,0.0,141.0,162.0,13.0,13.0,2.0,34.0,5.0,0.0,2.0,6.0,4.0,5.0,0.0,90.5,0.0,0.0,1
16000.0,12.88,65000.0,18.96,0.0,675.0,0.0,33.0,7.0,1.0,5157.0,54.3,20.0,0.0,3402.05,161.46,0.0,565.09,629.0,0.0,1830.0,39781.0,2.0,2.0,0.0,0.0,27.0,34624.0,68.0,2.0,2.0,739.0,64.0,0.0,5.0,0.0,5683.0,3684.0,0.0,0.0,256.0,360.0,1.0,1.0,0.0,1.0,14.0,1.0,3.0,5.0,3.0,12.0,0.0,80.0,0.0,1.0,1
24250.0,24.24,75000.0,20.84,0.0,660.0,0.0,31.0,18.0,0.0,24799.0,65.3,21.0,0.0,2791.73,0.0,0.0,701.01,499.0,0.0,0.0,320098.0,2.0,1.0,0.0,1.0,14.0,13676.0,75.0,2.0,10.0,3138.0,61.0,1.0,1.0,3.0,17783.0,9044.0,0.0,0.0,93.0,104.0,2.0,2.0,2.0,2.0,7.0,0.0,10.0,12.0,12.0,2.0,0.0,100.0,0.0,0.0,1
12000.0,10.78,98000.0,24.04,0.0,690.0,0.0,33.0,15.0,1.0,20462.0,62.8,39.0,0.0,1349.67,0.0,0.0,7884.96,754.0,0.0,5930.0,374585.0,0.0,4.0,1.0,3.0,9.0,82819.0,66.0,1.0,2.0,12597.0,65.0,1.0,1.0,0.0,26756.0,3884.0,0.0,0.0,147.0,166.0,9.0,9.0,8.0,9.0,15.0,4.0,3.0,5.0,6.0,17.0,0.0,87.2,0.0,0.0,1
25000.0,13.99,79000.0,34.53,0.0,730.0,1.0,31.0,33.0,0.0,22519.0,18.6,72.0,0.0,6126.37,0.0,0.0,581.58,604.0,0.0,171.0,265233.0,3.0,3.0,2.0,4.0,5.0,67459.0,62.0,4.0,8.0,5447.0,28.0,2.0,6.0,3.0,8556.0,57049.0,0.0,0.0,124.0,174.0,1.0,1.0,6.0,2.0,2.0,0.0,6.0,16.0,21.0,15.0,0.0,100.0,0.0,0.0,1
16800.0,12.88,118000.0,34.29,0.0,680.0,0.0,35.0,11.0,1.0,7849.0,24.1,46.0,7434.43,5091.12,0.0,0.0,381.23,759.0,0.0,0.0,314793.0,0.0,4.0,0.0,4.0,13.0,67959.0,67.0,1.0,1.0,4746.0,53.0,2.0,8.0,1.0,28618.0,4751.0,0.0,0.0,126.0,222.0,11.0,11.0,4.0,11.0,11.0,12.0,3.0,3.0,22.0,12.0,0.0,64.4,0.0,0.0,0
7000.0,7.49,59000.0,13.06,1.0,730.0,1.0,23.0,10.0,0.0,10467.0,24.2,34.0,0.0,806.1,0.0,0.0,425.19,769.0,0.0,0.0,55222.0,0.0,1.0,0.0,0.0,45.0,5337.0,26.0,1.0,2.0,6987.0,25.0,0.0,2.0,2.0,6136.0,26118.0,0.0,0.0,124.0,223.0,10.0,10.0,3.0,34.0,1.0,0.0,2.0,4.0,5.0,14.0,0.0,97.1,0.0,0.0,1
21000.0,13.99,52000.0,14.47,0.0,680.0,1.0,31.0,5.0,0.0,20374.0,87.4,15.0,0.0,6285.81,0.0,0.0,12548.3,699.0,0.0,0.0,372407.0,1.0,1.0,1.0,1.0,5.0,352033.0,75.0,0.0,0.0,9358.0,87.0,1.0,0.0,2.0,74481.0,2926.0,0.0,0.0,76.0,131.0,85.0,5.0,0.0,85.0,0.0,0.0,3.0,3.0,4.0,11.0,0.0,100.0,0.0,0.0,1
27500.0,14.85,195000.0,6.79,0.0,700.0,0.0,31.0,14.0,0.0,34974.0,50.9,19.0,0.0,2253.17,0.0,0.0,25897.53,734.0,0.0,0.0,267500.0,1.0,1.0,0.0,1.0,21.0,10003.0,76.0,1.0,3.0,12056.0,55.0,0.0,0.0,0.0,19107.0,23969.0,0.0,0.0,21.0,173.0,3.0,3.0,1.0,3.0,5.0,0.0,6.0,10.0,9.0,1.0,0.0,100.0,0.0,0.0,1
7200.0,11.48,72500.0,8.47,0.0,725.0,1.0,31.0,5.0,0.0,5449.0,35.2,7.0,0.0,1053.86,0.0,0.0,3755.5,739.0,0.0,0.0,147791.0,2.0,1.0,0.0,1.0,23.0,14807.0,66.0,3.0,3.0,2445.0,53.0,1.0,0.0,2.0,29558.0,10051.0,0.0,0.0,111.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,100.0,0.0,0.0,1
20000.0,14.85,110000.0,12.45,0.0,690.0,0.0,31.0,8.0,0.0,21374.0,84.5,12.0,0.0,4889.01,0.0,0.0,1407.7,694.0,0.0,0.0,37491.0,0.0,1.0,1.0,1.0,10.0,16016.0,80.0,0.0,1.0,14981.0,82.0,1.0,0.0,1.0,5356.0,523.0,0.0,0.0,10.0,102.0,16.0,10.0,0.0,16.0,9.0,0.0,3.0,4.0,5.0,1.0,0.0,100.0,0.0,0.0,1
20000.0,15.77,70000.0,22.21,0.0,680.0,0.0,38.0,24.0,0.0,19077.0,36.6,63.0,0.0,1780.59,0.0,0.0,2815.6,659.0,0.0,264.0,63456.0,2.0,3.0,0.0,0.0,47.0,44379.0,84.0,6.0,9.0,2957.0,61.0,0.0,0.0,3.0,2759.0,12279.0,0.0,0.0,131.0,137.0,2.0,2.0,1.0,2.0,9.0,5.0,8.0,17.0,9.0,39.0,0.0,92.1,0.0,0.0,1
10000.0,17.97,55000.0,35.7,0.0,685.0,0.0,31.0,14.0,0.0,38623.0,78.0,28.0,0.0,2871.05,0.0,0.0,253.78,524.0,0.0,0.0,288087.0,2.0,2.0,2.0,2.0,6.0,32895.0,94.0,1.0,1.0,6742.0,85.0,0.0,3.0,3.0,20578.0,287.0,0.0,0.0,106.0,176.0,7.0,6.0,6.0,51.0,6.0,0.0,3.0,9.0,4.0,6.0,0.0,100.0,0.0,0.0,1
16000.0,13.99,142000.0,17.74,2.0,680.0,2.0,8.0,15.0,2.0,2273.0,39.9,19.0,7186.06,5298.95,0.0,0.0,372.21,689.0,0.0,0.0,667373.0,0.0,7.0,0.0,6.0,17.0,109893.0,69.0,0.0,1.0,1959.0,66.0,5.0,0.0,3.0,47670.0,2827.0,0.0,0.0,134.0,98.0,23.0,17.0,1.0,23.0,4.0,1.0,2.0,2.0,5.0,10.0,0.0,73.7,0.0,2.0,0
20000.0,9.8,75000.0,23.45,0.0,725.0,0.0,70.0,14.0,0.0,7558.0,9.6,26.0,0.0,1918.82,0.0,0.0,13580.93,799.0,0.0,0.0,40090.0,2.0,2.0,2.0,3.0,8.0,32532.0,84.0,3.0,5.0,1600.0,34.0,0.0,2.0,0.0,2864.0,48533.0,0.0,0.0,159.0,283.0,4.0,4.0,1.0,4.0,19.0,2.0,5.0,10.0,8.0,11.0,0.0,92.3,0.0,0.0,1
8650.0,5.32,100000.0,7.28,0.0,750.0,0.0,31.0,15.0,0.0,7158.0,26.7,24.0,0.0,613.85,0.0,0.0,2.08,774.0,0.0,0.0,165450.0,0.0,1.0,1.0,1.0,11.0,24041.0,89.0,0.0,3.0,3081.0,58.0,1.0,0.0,5.0,13788.0,11142.0,0.0,0.0,73.0,173.0,16.0,11.0,1.0,20.0,11.0,0.0,3.0,3.0,10.0,5.0,0.0,100.0,0.0,0.0,1
21000.0,13.44,54649.0,12.14,0.0,670.0,0.0,31.0,9.0,1.0,1581.0,26.8,44.0,0.0,3473.23,0.0,0.0,17274.03,719.0,0.0,0.0,51489.0,0.0,7.0,0.0,2.0,14.0,49908.0,97.0,0.0,1.0,1097.0,89.0,1.0,3.0,1.0,5721.0,4319.0,0.0,0.0,186.0,194.0,17.0,14.0,2.0,17.0,0.0,0.0,2.0,2.0,14.0,25.0,0.0,100.0,1.0,0.0,1
7200.0,15.77,55000.0,17.35,0.0,680.0,0.0,59.0,24.0,1.0,5938.0,69.0,43.0,0.0,1694.32,0.0,0.0,2602.09,689.0,0.0,0.0,275831.0,1.0,18.0,3.0,9.0,5.0,269893.0,110.0,0.0,3.0,3234.0,108.0,4.0,0.0,9.0,11493.0,1521.0,0.0,0.0,111.0,126.0,15.0,5.0,0.0,15.0,5.0,0.0,2.0,3.0,5.0,35.0,0.0,97.7,0.0,1.0,1
8800.0,9.8,92000.0,5.18,0.0,665.0,1.0,45.0,9.0,0.0,9195.0,76.6,24.0,0.0,1052.88,0.0,0.0,4768.52,709.0,0.0,0.0,105650.0,1.0,1.0,0.0,0.0,35.0,921.0,15.0,2.0,5.0,3818.0,56.0,0.0,2.0,3.0,11739.0,445.0,0.0,0.0,102.0,169.0,6.0,6.0,2.0,9.0,6.0,0.0,3.0,5.0,11.0,6.0,0.0,87.5,0.0,0.0,1
14650.0,20.5,43160.0,21.44,0.0,690.0,0.0,31.0,12.0,0.0,11378.0,101.6,24.0,7142.25,7400.42,0.0,0.0,392.23,719.0,0.0,0.0,62813.0,0.0,10.0,0.0,0.0,76.0,51435.0,91.0,0.0,0.0,10159.0,93.0,0.0,0.0,0.0,5234.0,0.0,0.0,0.0,122.0,45.0,40.0,40.0,0.0,40.0,5.0,0.0,2.0,2.0,2.0,22.0,0.0,100.0,0.0,0.0,0
2500.0,17.27,50000.0,17.6,3.0,670.0,4.0,6.0,7.0,0.0,732.0,31.1,22.0,0.0,713.3,0.0,0.0,266.79,669.0,0.0,0.0,197169.0,3.0,3.0,2.0,4.0,2.0,196437.0,95.0,1.0,2.0,48.0,87.0,6.0,3.0,5.0,28167.0,652.0,0.0,0.0,149.0,179.0,3.0,2.0,0.0,3.0,0.0,3.0,1.0,4.0,1.0,14.0,1.0,68.4,0.0,0.0,1
11000.0,9.17,69000.0,21.34,0.0,680.0,1.0,52.0,9.0,0.0,8137.0,84.8,18.0,0.0,1610.03,0.0,0.0,350.59,704.0,0.0,0.0,205780.0,0.0,3.0,0.0,3.0,17.0,25792.0,63.0,0.0,2.0,4361.0,67.0,2.0,1.0,1.0,22864.0,463.0,0.0,0.0,127.0,135.0,13.0,13.0,2.0,13.0,1.0,0.0,4.0,4.0,5.0,8.0,0.0,94.4,0.0,0.0,1
23850.0,17.27,68046.0,24.71,1.0,665.0,0.0,23.0,12.0,0.0,28220.0,91.3,33.0,11174.25,9934.46,0.0,0.0,596.21,614.0,0.0,342.0,525195.0,0.0,1.0,0.0,0.0,45.0,4453.0,44.0,0.0,0.0,7494.0,80.0,0.0,0.0,0.0,47745.0,6.0,0.0,0.0,140.0,267.0,70.0,45.0,4.0,99.0,5.0,2.0,1.0,7.0,6.0,9.0,1.0,90.9,0.0,0.0,0
15700.0,16.59,48000.0,29.13,0.0,685.0,0.0,66.0,19.0,0.0,15458.0,64.9,28.0,7292.63,6252.57,0.0,0.0,386.74,649.0,0.0,0.0,270017.0,2.0,9.0,1.0,3.0,6.0,68316.0,101.0,2.0,2.0,5268.0,88.0,0.0,2.0,1.0,14211.0,1516.0,0.0,0.0,112.0,121.0,4.0,4.0,1.0,4.0,10.0,1.0,3.0,6.0,5.0,13.0,0.0,96.4,0.0,0.0,0
28800.0,11.99,60000.0,18.01,0.0,800.0,0.0,31.0,21.0,0.0,18421.0,10.5,37.0,12593.27,8084.31,0.0,0.0,640.5,804.0,0.0,0.0,41270.0,2.0,1.0,1.0,1.0,8.0,22849.0,91.0,3.0,7.0,7303.0,21.0,1.0,0.0,2.0,2428.0,141793.0,0.0,0.0,94.0,322.0,5.0,5.0,2.0,11.0,8.0,0.0,8.0,10.0,20.0,3.0,0.0,100.0,0.0,0.0,0
10000.0,12.88,91392.0,9.44,0.0,710.0,0.0,31.0,13.0,0.0,6959.0,41.7,33.0,0.0,1316.89,0.0,0.0,6961.97,594.0,0.0,0.0,304514.0,2.0,4.0,1.0,4.0,6.0,66773.0,88.0,1.0,1.0,2180.0,71.0,0.0,0.0,3.0,23424.0,433.0,0.0,0.0,104.0,111.0,9.0,6.0,3.0,9.0,8.0,0.0,3.0,5.0,6.0,19.0,0.0,100.0,0.0,0.0,1
